,Name,Rating,Reviews,Salaries,Jobs,Loction,Global_Company_Size,Industry,Description
4254,ABC Corp,4.0,106Reviews,53,--,"Headquarters in Baltimore, United States",1001 to 5000 Employees,Catering & Food Service Contractors,
4255,vPhrase,3.8,43Reviews,65,3,"Headquarters in Mumbai, India",1 to 50 Employees,Enterprise Software & Network Solutions,"vPhrase's patent pending platform - Phrazor - helps summarise data into a few bullet points using AI.

Benefits of working at vPhrase:
- A young and energetic workplace where new ideas are always welcome. The crazier, the better.
- Freedom to try new things; failure is not censured.
- Casual dress code
- 5-day work week. Yes, Sat-Sun off.
- No over-time, proper work-life balance
- Take-it-when-you-need-it vacation
- Above all, we as a team devote one day every month to volunteer for social causes close to our hearts."
4256,Datagrokr,4.2,72Reviews,89,--,"Headquarters in Walnut, United States",51 to 200 Employees,Information Technology Support Services,
4257,Summa Health System,3.8,515Reviews,12,595,8 office locations,5001 to 10000 Employees,Healthcare Services & Hospitals,"Summa Health is one of the largest integrated delivery systems in Ohio. Encompassing a network of hospitals, community health centers, a health plan, a physician-hospital organization, a multi-specialty physician organization, research and multiple foundations, Summa is nationally renowned for excellence in patient care and for exceptional approaches to healthcare delivery.  Summa also is a founding partner of the BioInnovation Institute in Akron."
4258,Lumax Industries,3.6,85Reviews,109,--,"Headquarters in New Delhi, India",1001 to 5000 Employees,N/A,
4259,Armacell,3.8,116Reviews,18,86,5 office locations,1001 to 5000 Employees,Consumer Product Manufacturing,"As the inventors of flexible foam for equipment insulation and a leading provider of engineered foams, Armacell develops innovative and safe thermal, acoustic and mechanical solutions that create sustainable value for its customers. Armacell´s products significantly contribute to global energy efficiency making a difference around the world every day. With 3,000 employees and 25 production plants in 16 countries, the company operates two main businesses and generated net sales of approx. EUR 560 million and adjusted EBITDA of approx. EUR 100 million in 2016. The Advanced Insulation business focuses on insulation materials for technical equipment. The Engineered Foams business develops high-performance foams that are used in high-tech and lightweight applications. For more information, please visit: http://corporate.armacell.com/.

Armacell LLC is an Equal Employment Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity or any other characteristic protected by law."
4260,Rishi & Srikanth,3.7,58Reviews,87,--,"Headquarters in Rockledge, United States",Unknown,Healthcare Services & Hospitals,
4261,The Lalit Suri Hospitality Group,3.5,107Reviews,83,--,"Headquarters in New Delhi, India",1 to 50 Employees,N/A,
4262,HI-FAB Engineers,4.4,53Reviews,13,--,10 office locations,201 to 500 Employees,Consumer Product Manufacturing,"HI-FAB Engineers Pvt. Ltd., was established in 1982 by a team of young technocrats having many years of experience in designing, manufacturing and troubleshooting of Mechanical Seals. HI-FAB has earned a reputation for offering some of the most progressive, innovative and proven fluid sealing solutions to the processing industry.

HI-FAB has modern manufacturing facilities which employ specialized production procedures and techniques. The works at Daman, 180 kms. from Mumbai, INDIA is equipped with advanced CNC machines and high precision quality control and measuring instruments. HI-FAB seals are designed as per the latest international standards like EN12756 and API 682 and comply with international norms and regulations on Emission Control. Greater emphasis is placed on customer focus, long-term reliability, sturdiness, ease of maintenance, comprehensive design validation and test procedures.

HI-FAB Agitator Seals and Engineered Sealing Systems have established a formidable reputation in India with an impressive market share. HI-FAB specializes in engineered seals for a large spectrum of processing machines like, Agitated Nutsche Filters and Dryers, High Pressure Autoclaves, High Speed Dispensers, Rotocon Dryers, Rotary Vacuum Dryers, Plough Shear Mixers, Ribbon Blenders, Lab Fermentors, Contra Rotary Mixers, Latex pumps, P.C. Autoclaves, Horizontal Cookers, Grinding Mills etc.

With sales and service centers in major cities of India and distributors worldwide, HI-FAB seals have been able to mark their presence in various market segment of the Sealing Industry."
4263,Diversant,3.7,525Reviews,11,3,15 office locations,1001 to 5000 Employees,Information Technology Support Services,"DIVERSANT LLC is a privately-held professional services firm providing IT staffing and managed solutions to mid-market and Fortune 500 companies nationwide.  We believe in the value of diversity in all its forms, and strive to promote this belief throughout the American workplace. 

Our firm is all about growth. The growth of the company and the growth of your career. We achieve that by giving you superior training, mentoring, and career opportunities to excel in your chosen path. Work in a diverse office environment that enables collaboration and innovation. Our culture is based on healthy competition and respect for one another, making DIVERSANT a great place to build your professional network while you establish a rewarding career."
